restaurant_name,country,city,address,formatted_address,latitude,longitude,state_or_province,restaurant_extraction_date,zip_or_postal_code,style,cuisines,restaurant_type,rating_value,review_count,phone,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,price_range,takeout,alcohol_service,waiter_service,owner_verification,menu_source,source_restaurant_name,menu_last_updated_by_source,restaurant_source,yelp_menu_provider,restaurant_object_key,distance,app_filter,airport,catering_service,datetime_timestamp
Kountry Cookin,United States Of America,MEMPHIS,"1128 Winchester Rd, Memphis, Tn 38116, 3151",1128 Winchester Rd,35.054779999999994,-90.026657,TENNESSEE,2026-02-28,38116,Burgers,"burgers, southern food restaurant, new american, dining and drinking, american, soul food, restaurant",Casual Dining,4.7,17,+1 901-345-5505,http://www.kountrycookinsoulfoodrestaurant.com,http://www.kountrycookinsoulfoodrestaurant.com,http://www.kountrycookinsoulfoodrestaurant.com/menu.html,$,Yes,No,Yes,Verified over 3 months ago,https://www.ubereats.com/store/kountry-cookin/pyrhCofiU2mjJa66KCU78w,Kountry Cookin,,ubereats,,1722356,2.959100495677774,true,MEM,,2026-03-07T05:19:15.522Z
Lil’ Miracles Is Better Than ____ Foodtruck LLC,United States Of America,MEMPHIS,2065 Cranberry Dr,2065 Cranberry Dr,35.18173,-89.87857,TENNESSEE,2026-02-28,38134,American,"american, burgers, wings",Casual Dining,,0,+1 901-828-9976,,,,$,No,No,Yes,,https://www.ubereats.com/store/lil-miracles-is-better-than-____-foodtruck-llc/tRq_f4_2S72FSacL56aCIQ,Lil’ Miracles Is Better Than ____ Foodtruck LLC,,ubereats,,1274072,11.095428021878138,true,MEM,,2026-03-07T05:19:15.522Z
Wiseacre Brewery Hq,United States Of America,MEMPHIS,"398 S B B King Blvd, Memphis, Tn",398 S B B King Blvd,35.1341,-90.05482,TENNESSEE,2026-02-28,38103,Breweries,"breweries, beer restaurants, american, pizza, snacks",,3.7,3,+1 901-334-9411,http://wiseacrebrew.com/,http://wiseacrebrew.com/,https://wiseacrebrew.com/live-taproom-menu,$$,Yes,No,Yes,,https://www.ubereats.com/store/little-bettie-%40-wiseacre-brewing-co/w64HF66oUR2X-3h0nNO4qw,Wiseacre Brewery Hq,,ubereats,,2528838,7.717017458605297,true,MEM,,2026-03-07T05:19:15.522Z
Little Caesars,United States Of America,CORDOVA,"2175 N Germantown Pkwy Ste 105, Cordova, Tn 38016, 4491",2175 N Germantown Pkwy Ste 105,35.18243,-89.79335499999999,TENNESSEE,2026-02-28,38016,Pizzeria,"pizzeria, chicken wings, dining and drinking, food and beverage retail, fast food, american, restaurant, pizza, retail",QSR,4.3,3,+1 901-755-4010,http://www.littlecaesars.com,http://www.littlecaesars.com,https://littlecaesars.com/en-us/menu,$,No,No,Yes,,https://www.ubereats.com/store/little-caesars-2075-n-germantown-pkwys/mL0GIQ1eX6GpzJyA8bbUHQ,Little Caesars,,ubereats,,1734043,14.176971045876618,true,MEM,,2026-03-07T05:19:15.522Z
Little Jamaica,United States Of America,MEMPHIS,"2760 N Germantown Pkwy Memphis, Tn",2760 N Germantown Pkwy,35.20104,-89.78749,TENNESSEE,2026-02-28,38133,Salad Restaurant,"salad restaurant, japanese restaurant, asian restaurant, caribbean, dining and drinking, restaurant",,4.102803738317759,51,+1 901-236-7532,http://mandaringardenrestaurant.co,http://mandaringardenrestaurant.co,,$$$,Yes,No,Yes,,https://www.ubereats.com/store/little-jamaica/WNuYe3gQXianuXf5CB_2dw,Little Jamaica,,ubereats,,1816933,15.309524352983704,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,CORDOVA,"674 N Germantown Pkwy, Cordova, Tn",674 N Germantown Pkwy,35.14334,-89.7947,TENNESSEE,2026-02-28,38018,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,2.0,4,+1 901-757-1989,https://www.mcdonalds.com/us/en-us/location/tn/cordova/674-n-germantown-pkwy/10676.html,https://www.mcdonalds.com/us/en-us/location/tn/cordova/674-n-germantown-pkwy/10676.html,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-cordova-tn-674-n-germantown-pkwy/npFjGXWCRbO6caaijlGEzw,McDonald's,,ubereats,,700802,12.438007617753762,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,MEMPHIS,"4096 Elvis Presley Blvd Whitehaven Plaza, Memphis, Tn",4096 Elvis Presley Blvd Whitehaven Plaza,35.037279999999996,-90.02473,TENNESSEE,2026-02-28,38116,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,2.6,23,+1 901-332-3747,https://www.mcdonalds.com/us/en-us/location/tn/memphis/4096-elvis-presley-blvd/27396.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/4096-elvis-presley-blvd/27396.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/4096-elvis-presley-blvd/27396.html?cid=rf:yxt:ron::clicks#mcdlanguagetogglemenumobile,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-memphis-tn-whitehaven-relo/jR4FQiU2TA2QkTbxPax54A,McDonald's,,ubereats,,1016532,2.7477668419225516,true,MEM,,2026-03-07T05:19:15.522Z
Mulan Bubble Tea,United States Of America,MEMPHIS,"8095 Macon Rd Memphis, Tn",8095 Macon Rd,35.15352,-89.793205,TENNESSEE,2026-02-28,38018,Beef Noodles,"beef noodles, bubble tea, stir​ fried, asian, group friendly",,4.67264573991031,800,+1 901-737-8839,https://www.mulancordova.com,https://www.mulancordova.com,,$,Yes,No,Yes,,https://www.ubereats.com/store/mulan-bubble-tea/xhwZJh3yXs6Yqo-dvLO6AQ,Mulan Bubble Tea,,ubereats,,1275624,12.911296550371947,true,MEM,,2026-03-07T05:19:15.522Z
Newk's Eatery,United States Of America,MEMPHIS,"5336 Poplar Ave, Memphis, Tn",5336 Poplar Ave,35.1079,-89.8838545,TENNESSEE,2026-02-28,38120,Sandwiches,"sandwiches, café, sandwich, soups, pizza, cafe, coffee, and tea house, dining and drinking, salads, american, cafe, restaurant, salad",Casual Dining,4.1,66,+1 901-820-0415,https://locations.newks.com/tn/memphis/5336-poplar-ave/,https://locations.newks.com/tn/memphis/5336-poplar-ave/,https://newks.com/menu,$$,No,Yes,Yes,,https://www.ubereats.com/store/newks-eatery-5336-poplar-ave/HwfpxtPvT8SoQkHY8PxySg,Newk's Eatery,,ubereats,,699830,6.9313470204822005,true,MEM,,2026-03-07T05:19:15.522Z
Paneka,United States Of America,MEMPHIS,7887 Highway 64,7887 Highway 64,35.20437,-89.80024,TENNESSEE,2026-02-28,38133,Empanada,"empanada, latin american, arepa",Casual Dining,4.5763546798029555,59,+1 901-949-0323,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/paneka/7c-tLz8ETnmSKhVDRFTulw,Paneka,,ubereats,,2107164,14.983195793399286,true,MEM,,2026-03-07T05:19:15.522Z
Panera Bread,United States Of America,GERMANTOWN,"7850 Poplar Avenue Ste 2, Germantown, Tn",7850 Poplar Avenue Ste 2,35.089422,-89.80102,TENNESSEE,2026-02-28,38138,Sandwiches,"sandwiches, salad, café, sandwich, soups, pizza, sandwich spot, cafe, coffee, and tea house, family meals, dining and drinking, salad, chicken, bakery, american, cafe, restaurant, soup, breakfast and brunch",QSR,3.7,37,+1 901-759-1439,,,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/panera-7850-poplar-avenue/V4HwcE_USLWc9uxUuwyB2g,Panera Bread,,ubereats,,1276578,10.469540934357028,true,MEM,,2026-03-07T05:19:15.522Z
Piccadilly to Go,United States Of America,CORDOVA,"775 N Germantown Pkwy Ste 102, Cordova, Tn 38018, 6886",775 N Germantown Pkwy Ste 102,35.1461615,-89.796055,TENNESSEE,2026-02-28,38018,Traditional American,"traditional american, restaurant, seafood restaurant, mac and cheese, american restaurant, salad restaurant, desserts, chicken wings, dining and drinking, chicken, rolls, fried chicken, salads, comfort food, american, seafood, southern",,4.3,6,+1 901-896-2375,http://www.piccadilly.com,http://www.piccadilly.com,,$$,Yes,No,Yes,,https://www.ubereats.com/store/piccadilly-to-go-cordova/LvgRWJIdRFeWmtjDxzwUBw,Piccadilly to Go,,ubereats,,2578717,12.48468622755282,true,MEM,,2026-03-07T05:19:15.522Z
Southerndelightlouisiana,United States Of America,OLIVE BRANCH,8650 Midsouth Drive,8650 Midsouth Drive,34.9511,-89.83769,MISSISSIPPI,2026-02-28,38654,Pasta,"pasta, salads, sandwich",Casual Dining,,0,+1 662-782-1866,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/southerndelightlouisianas/nBBQD3SjRi2jor_MhrCe2g,Southerndelightlouisiana,,ubereats,,2206730,10.088766851879075,true,MEM,,2026-03-07T05:19:15.522Z
Sushi from Kroger by Snowfox,United States Of America,OLIVE BRANCH,7427 Goodman Rd Olive Branch,7427 Goodman Rd,34.96055,-89.85735,MISSISSIPPI,2026-02-28,38654,Specialty Foods,specialty foods,Casual Dining,4.647058823529412,9,+1 662-895-1460,,,,$,No,No,Yes,,https://www.ubereats.com/store/sushi-from-kroger-by-snowfox/nnXMDq_xX1S1Uk4vAiDFMg,Sushi from Kroger by Snowfox,,ubereats,,1968190,8.812477816775129,true,MEM,,2026-03-07T05:19:15.522Z
Sweet Potato Pie Southaven,United States Of America,SOUTHAVEN,"7075 Malco Blvd, Southaven, Ms 38671, 9007",7075 Malco Blvd,34.964195000000004,-89.987785,MISSISSIPPI,2026-02-28,38671,Barbecue,"barbecue, street food, restaurant, bars, bbq, chicken wings, dining and drinking, fast food, soul food, southern, diner",QSR,3.7,6,+1 662-470-5032,http://www.sweetpotatopiewhiskeycafe.com/,http://www.sweetpotatopiewhiskeycafe.com/,https://sweetpotatopiewhiskeycafe.com/southaven-sweet-potato-pie-soul-food-whiskey-cafe-food-menu,$$,Yes,Yes,Yes,Verified over 3 months ago,https://www.ubereats.com/store/sweet-potato-pie-soul-food-whiskey-cafes/TeditBvHUGeGW23s-6i71Q,Sweet Potato Pie Southaven,,ubereats,,2278282,5.429195013221566,true,MEM,,2026-03-07T05:19:15.522Z
The Sift Bakery,United States Of America,BARTLETT,"5788 Stage Rd Ste 1 Bartlett, Tn",5788 Stage Rd Ste 1,35.20438,-89.870415,TENNESSEE,2026-02-28,38134,Desserts,"desserts, dining and drinking, american, bakery, macarons",,5.0,8,+1 901-207-1075,,,,$,Yes,No,Yes,Updated over 3 months ago,https://www.ubereats.com/store/the-sift-bakery/iac8S3CwWRq5_pTQYAnTIg,The Sift Bakery,,ubereats,,1282647,12.683639279454766,true,MEM,,2026-03-07T05:19:15.522Z
The Wing Factory East-Marketplace,United States Of America,MEMPHIS,"7395 Hwy64 Ste 103 Memphis, Tn",7395 Hwy64 Ste 103,35.20385,-89.818,TENNESSEE,2026-02-28,38133,Burgers,"burgers, sandwiches, chicken wings, dining and drinking, wings, restaurant, fast food restaurant",QSR,4.08,17,+1 901-614-9160,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/the-wing-factory-east-marketplace/S86AlYtkVs-wn96ukUU5jA,The Wing Factory East-Marketplace,,ubereats,,2531778,14.304055334951915,true,MEM,,2026-03-07T05:19:15.522Z
Tops Bar-B-Q Jackson,United States Of America,MEMPHIS,"1383 Jackson Ave, Memphis, Tn 38107, 4334",1383 Jackson Ave,35.157934,-90.012385,TENNESSEE,2026-02-28,38107,Burgers,"burgers, barbecue, bbq joint, bbq, dining and drinking, fast food, american, barbeque, restaurant, breakfast and brunch",QSR,2.4,9,+1 901-274-8600,http://www.topsbarbq.com,http://www.topsbarbq.com,,$$,Yes,No,Yes,,https://www.ubereats.com/store/tops-bar-b-q-%2307-jackson/k2Dht4GZXDyXKlIUQ52Y2A,Tops Bar-B-Q Jackson,,ubereats,,671141,8.21617463806613,true,MEM,,2026-03-07T05:19:15.522Z
Vineyard Wine &amp; Spirits,United States Of America,OLIVE BRANCH,"5025 Church Rd Ste 135 Olive Branch, Ms",5025 Church Rd Ste 135,34.932475,-89.900485,MISSISSIPPI,2026-02-28,38654,Alcohol,"alcohol, beer, wine & spirits",,4.622448979591838,100,+1 662-932-8179,https://www.vineyardwineandspirit.com,https://www.vineyardwineandspirit.com,,$$$,Yes,Yes,Yes,,https://www.ubereats.com/store/vineyard-wine-%26-spirits/LclfBqQTUt-adSC0iYYA8g,Vineyard Wine &amp; Spirits,,ubereats,,2532106,8.724875488809408,true,MEM,,2026-03-07T05:19:15.522Z
Waffle and Pancake House,United States Of America,MARION,"2895 Ar, 77 Number 3, Marion, Ar","2895 Ar, 77 Number 3",35.2049705,-90.19389,ARKANSAS,2026-02-28,72364,Restaurant,"restaurant, sandwiches, breakfast & brunch, burger joint, coffee & tea, dining and drinking, american, breakfast spot, breakfast and brunch",,4.4,9,+1 870-559-2836,http://waffle-pancake-house-marion.edan.io/,http://waffle-pancake-house-marion.edan.io/,,$$,Yes,No,Yes,,https://www.ubereats.com/store/waffle-%26-pancake-house-marion-ar/pvNQq1tPWNmLP3PNS5KdXQ,Waffle and Pancake House,,ubereats,,2532131,16.641231455474916,true,MEM,,2026-03-07T05:19:15.522Z
Wendy's,United States Of America,MEMPHIS,"749 South Highland, Memphis, Tn",749 South Highland,35.11115,-89.9462915,TENNESSEE,2026-02-28,38111,Burgers,"burgers, burger joint, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,3.797969000534488,0,+1 901-327-9766,https://locations.wendys.com/united-states/tn/memphis/749-south-highland,https://locations.wendys.com/united-states/tn/memphis/749-south-highland,https://menu.wendys.com,$,Yes,No,Yes,,https://www.ubereats.com/store/wendys-749-south-highland/zg-9FEEJS0yVXjYfPWQcbQ,Wendy's,,ubereats,,699827,5.041060002082822,true,MEM,,2026-03-07T05:19:15.522Z
Whataburger,United States Of America,SOUTHAVEN,"176 Goodman Rd E, Southaven, Ms",176 Goodman Rd E,34.96329,-89.987673,MISSISSIPPI,2026-02-28,38671,Burgers,"burgers, sandwiches, burger joint, dining and drinking, food and beverage retail, fast food, american, restaurant, retail",QSR,2.5,4,+1 662-655-0210,https://locations.whataburger.com/ms/southaven/176-goodman-rd-e.html/,https://locations.whataburger.com/ms/southaven/176-goodman-rd-e.html/,https://click.whataburger.com/Q3-2025-DigitalBannerAds,$$,Yes,No,Yes,,https://www.ubereats.com/store/whataburger-176-goodman-rd-e/HfSHjNijV_2NbJXJvICctA,Whataburger,,ubereats,,2400948,5.490438413672536,true,MEM,,2026-03-07T05:19:15.522Z
HOT WINGS EXPRESS,United States Of America,MEMPHIS,"3303 Winchester Rd Memphis, Tn",3303 Winchester Rd,35.051895,-89.95354,TENNESSEE,2026-02-28,38118,Sandwiches,"sandwiches, american restaurant, hamburgers, chicken wings, dining and drinking, chicken, wings, salads, fast food, american, barbeque, restaurant",QSR,0.0,28,+1 901-362-3109,http://hotwingsxpress.com/,http://hotwingsxpress.com/,,$$$,Yes,No,Yes,,https://www.HotWingsExpressII.com/order,HOT WINGS EXPRESS II,,menufy,,810040,1.4649415918173425,true,MEM,,2026-03-07T05:19:15.522Z
CINDY KRAG GOURMET 2,United States Of America,GERMANTOWN,2120 Merchants Row,2120 Merchants Row,35.090986,-89.812426,TENNESSEE,2026-02-28,38138,Dining and Drinking,"dining and drinking, restaurant, buffet",,,0,+1 901-403-7553,http://ckeventcatering.com,http://ckeventcatering.com,,$$$,No,Yes,Yes,,https://www.clover.com/online-ordering/25YNV32F82E71?slug=false,CINDY KRAG GOURMET 2 GO,,clover,,2458975,9.892719200175097,true,MEM,,2026-03-07T05:19:15.522Z
Applebee's Grill and Bar,United States Of America,BARTLETT,"2890 Bartlett Blvd,, Tn, Bartlett, 38134, United States",2890 Bartlett Blvd,35.2043,-89.863758,TENNESSEE,2026-02-28,38134,Burgers,"burgers, sandwiches, steak, pasta, american restaurant, sports bars, family meals, pub, bar, dining and drinking, salads, comfort food, american, wings, restaurant",Casual Dining,2.0,0,+1 901-213-5034,https://restaurants.applebees.com/en-us/tn/bartlett/2890-bartlett-blvd.-82002,https://restaurants.applebees.com/en-us/tn/bartlett/2890-bartlett-blvd.-82002,http://www.applebees.com/en/menu,$$,No,Yes,Yes,,https://www.opentable.com/r/applebees-memphis-2,Applebee's Grill and Bar - Memphis - Bartlett Blvd.,2021-12-18T00:00:00.000Z,opentable,,2272131,12.86203573147089,true,MEM,,2026-03-07T05:19:15.522Z
PF Chang's,United States Of America,MEMPHIS,"1181 Ridgeway Rd,, Tn, Memphis, 38119, United States",1181 Ridgeway Rd,35.09893,-89.8596,TENNESSEE,2026-02-28,38119,Asian Fusion,"asian fusion, family meals, noodles, asian restaurant, dining and drinking, chinese restaurant, asian, chinese, pan-asian, restaurant",Casual Dining,4.0,139,+1 901-818-3889,https://www.pfchangs.com/locations/us/tn/memphis/1181-ridgeway-rd/6800-memphis.html,https://www.pfchangs.com/locations/us/tn/memphis/1181-ridgeway-rd/6800-memphis.html,https://www.pfchangs.com/menu?storeid=6800,$$,No,No,Yes,,https://www.opentable.com/r/pf-changs-memphis,P.F. Chang's - Memphis,2025-09-23T00:00:00.000Z,opentable,,2283817,7.694024184215315,true,MEM,,2026-03-07T05:19:15.522Z
Biscuits & Jams,United States Of America,BARTLETT,5806 Stage Rd,5806 Stage Rd,35.204716,-89.86963,TENNESSEE,2026-02-28,38134,Breakfast & Brunch,"breakfast & brunch, coffee and tea, dining and drinking, american, kids friendly, breakfast spot, breakfast and brunch",Casual Dining,4.5,0,+1 901-672-7905,http://www.biscuitsandjams.com,http://www.biscuitsandjams.com,,$,Yes,No,Yes,,https://www.toasttab.com/local/order/biscuits-jam-5806-stage-rd/r-2a3b2325-514f-46ac-a49c-a101b00bc694,Biscuits & Jams 5806 Stage Rd,,toasttab,,2106022,12.725150043725728,true,MEM,,2026-03-07T05:19:15.522Z
Breakfast Cove,United States Of America,COVINGTON,3419 Us 51 South,3419 Us 51 South,35.61221,-89.62829,TENNESSEE,2026-02-28,38019,American,american,,,0,+1 901-296-8888,,,,$$,No,No,Yes,,https://www.toasttab.com/local/order/breakfast-cove-covington-3419-u-s-51-south/r-03065dc8-dbb9-48bf-a513-d18b756ead3b,Breakfast Cove - Covington 3419 U.S. 51 South,,toasttab,,2454787,43.935952572304195,true,MEM,,2026-03-07T05:19:15.522Z
C & J Sports Bar and Lounge,United States Of America,ATOKA,"7838 Church St Millington, Tn",7838 Church St ATOKA,35.34013,-89.89655,TENNESSEE,2026-02-28,38053,American,american,,,0,+1 901-310-9816,,,,$$,No,Yes,Yes,,https://www.toasttab.com/local/order/c-j-sports-bar-and-lounge-llc-11180-u-s-highway-51-south-ste-1/r-4bcf3e3e-3cc4-4e1a-a390-48336d52ca4d,"C & J Sports Bar and Lounge, LLC  7838 Church St, Millington, TN 38053",,toasttab,,2473927,21.018248920948242,true,MEM,,2026-03-07T05:19:15.522Z
Casablanca,United States Of America,MEMPHIS,1707 Madison Avenue,1707 Madison Avenue,35.13793,-90.00437,TENNESSEE,2026-02-28,38104,Moroccan,"moroccan, restaurant, mediterranean, vegetarian, dining and drinking, middle eastern restaurant, middle eastern, greek",Casual Dining,4.3,0,+1 901-421-6949,http://www.casablancamemphis.com/locations/,http://www.casablancamemphis.com/locations/,http://www.casablancamemphis.com/menu/,$$,Yes,No,Yes,,https://www.toasttab.com/local/order/casablanca-midtown/r-ad9d318d-2a29-4da6-9e93-6dde2a5148d1,Casablanca - Midtown,,toasttab,,2503286,6.768593855572825,true,MEM,,2026-03-07T05:19:15.522Z
Coffee Central Southaven,United States Of America,SOUTHAVEN,5627 Getwell Road,5627 Getwell Road,34.942555,-89.9373,MISSISSIPPI,2026-02-28,38672,Café,"café, breakfast & brunch, coffee and tea, coffee & tea, cafe, coffee, and tea house, dining and drinking, coffee shop, american, breakfast and brunch",Casual Dining,,0,+1 901-351-4943,https://www.coffeecentralsouth.com,https://www.coffeecentralsouth.com,,$,Yes,No,Yes,,https://www.toasttab.com/local/order/coffeecentralsouthaven/r-5bf5da63-988c-49ba-a92f-e365a12b81a2,Coffee Central Southaven  5627 Getwell Road,,toasttab,,1754525,7.237441287315999,true,MEM,,2026-03-07T05:19:15.522Z
Crave Sweets Arlington 11615 Highway,United States Of America,ARLINGTON,Highway 70,"Highway 70, LONE GROVE",35.292594,-89.6745,TENNESSEE,2026-02-28,38002,Desserts,"desserts, custom cakes, dining and drinking, dessert shop, american, bakeries",,,0,+1 901-317-7599,https://www.cravesweetshop.com,https://www.cravesweetshop.com,,$,No,No,Yes,,https://www.toasttab.com/local/order/crave-sweets-bake-shop-11615-highway-70/r-3473efc3-6a39-432f-91b7-027704a0c77c,Crave Sweets Arlington 11615 Highway 70,,toasttab,,2474224,24.290376644438897,true,MEM,,2026-03-07T05:19:15.522Z
Frida's Mexican Restaurant Madison Ave,United States Of America,MEMPHIS,"1718 Madison Ave, Memphis, Tn",1718 Madison Ave,35.13838,-90.00393,TENNESSEE,2026-02-28,38104,New Mexican,"new mexican, latin american, mexican, dining and drinking, mexican restaurant, restaurant",Casual Dining,3.3,0,+1 901-799-0589,,,,$$,No,Yes,Yes,,https://www.toasttab.com/local/order/fridas-mexican-restaurant-madison-ave-1718-madison-ave-memphis-tn-38104/r-8f444618-7770-4777-b903-1d37034fe127,"Frida's Mexican Restaurant Madison Ave 1718 Madison Ave, Memphis, TN 38104",,toasttab,,2431031,6.793060615593832,true,MEM,,2026-03-07T05:19:15.522Z
Smackers LLC,United States Of America,MEMPHIS,681 Walnut Street,681 Walnut Street,35.12817,-90.03539,TENNESSEE,2026-02-28,38126,American,american,,,0,+1 901-482-8708,,,,$$,No,No,Yes,,https://www.toasttab.com/local/order/smackers-llc-walnut-681-walnut-street/r-934abb59-75db-4545-8dd6-d1cf634309c1,Smackers LLC - Walnut 681 Walnut Street,,toasttab,,1628007,6.783407259177672,true,MEM,,2026-03-07T05:19:15.522Z
Red Lobster,United States Of America,MEMPHIS,"8161 Us Highway 64, Tn, Memphis, 38133, 4155, United States",8161 Us Highway 64,35.2039535,-89.79041000000001,TENNESSEE,2026-02-28,38133,Seafood Restaurant,"seafood restaurant, shellfish, american restaurant, dining and drinking, seafood, american, restaurant",Casual Dining,3.8,31,+1 901-387-0056,http://www.redlobster.com/,http://www.redlobster.com/,http://www.redlobster.com/menu,$$,No,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d471367-Reviews-Red_Lobster-Memphis_Tennessee.html,Red Lobster - Memphis - Highway 64,,tripadvisor,,859898,15.339277893749635,true,MEM,,2026-03-07T05:19:15.522Z
